raw_name,           units,                        long_name
AODANA,             1,                            Aerosol Optical Depth Analysis
AODINC,             1,                            Aerosol Optical Depth Analysis Increment
Var_AODANA,         1 1,                          Variance_of_AODANA
Var_AODINC,         1 1,                          Variance_of_AODINC
